RegionID,SizeRank,Region Name,Region Type,State Name,Base Date Recorded,Forecast Date,Forecast Growth (%)
395089,352,"Sheboygan, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.9
395217,353,"Weirton, WV",msa,Ohio,2024-02-29,2024-03-31,0.9
394867,354,"Missoula, MT",msa,Montana,2024-02-29,2024-03-31,0.6
394407,356,"Bozeman, MT",msa,Montana,2024-02-29,2024-03-31,0.9
394333,357,"Anniston, AL",msa,Alabama,2024-02-29,2024-03-31,0.7
394374,358,"Beckley, WV",msa,West Virginia,2024-02-29,2024-03-31,1.1
395225,359,"Williamsport, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.7
394423,360,"Brunswick, GA",msa,Georgia,2024-02-29,2024-03-31,0.9
395173,361,"Twin Falls, ID",msa,Idaho,2024-02-29,2024-03-31,1.1
753872,361,"California, MD",msa,Maryland,2024-02-29,2024-03-31,0.4
394495,363,"Cookeville, TN",msa,Tennessee,2024-02-29,2024-03-31,0.9
394893,364,"Muncie, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394857,365,"Michigan City, IN",msa,Indiana,2024-02-29,2024-03-31,0.9
395039,366,"Roseburg, OR",msa,Oregon,2024-02-29,2024-03-31,1.0
394788,367,"Lewiston, ME",msa,Maine,2024-02-29,2024-03-31,1.4
394804,368,"Longview, WA",msa,Washington,2024-02-29,2024-03-31,1.0
394932,369,"Ogdensburg, NY",msa,New York,2024-02-29,2024-03-31,0.3
394734,370,"Kankakee, IL",msa,Illinois,2024-02-29,2024-03-31,0.6
394396,371,"Bluefield, WV",msa,Virginia,2024-02-29,2024-03-31,0.9
395095,372,"Show Low, AZ",msa,Arizona,2024-02-29,2024-03-31,0.9
395023,373,"Richmond, KY",msa,Kentucky,2024-02-29,2024-03-31,0.9
395168,374,"Tullahoma, TN",msa,Tennessee,2024-02-29,2024-03-31,1.0
395222,375,"Whitewater, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.9
394709,376,"Ithaca, NY",msa,New York,2024-02-29,2024-03-31,0.7
394637,377,"Grand Forks, ND",msa,Minnesota,2024-02-29,2024-03-31,0.6
394524,378,"Decatur, IL",msa,Illinois,2024-02-29,2024-03-31,1.2
394762,379,"LaGrange, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
394369,380,"Bay City, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
394599,381,"Fond du Lac, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.9
394630,382,"Gettysburg, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.9
394620,383,"Gadsden, AL",msa,Alabama,2024-02-29,2024-03-31,0.9
394733,384,"Kalispell, MT",msa,Montana,2024-02-29,2024-03-31,1.3
394518,385,"Danville, VA",msa,Virginia,2024-02-29,2024-03-31,1.0
394823,386,"Mankato, MN",msa,Minnesota,2024-02-29,2024-03-31,0.7
394794,387,"Lima, OH",msa,Ohio,2024-02-29,2024-03-31,0.7
753915,388,"Salem, OH",msa,Ohio,2024-02-29,2024-03-31,0.9
395166,389,"Truckee, CA",msa,California,2024-02-29,2024-03-31,0.7
395080,390,"Sebring, FL",msa,Florida,2024-02-29,2024-03-31,0.9
394462,391,"Cheyenne, WY",msa,Wyoming,2024-02-29,2024-03-31,0.7
394689,392,"Hot Springs, AR",msa,Arkansas,2024-02-29,2024-03-31,0.9
394302,393,"Adrian, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
395090,394,"Shelby, NC",msa,North Carolina,2024-02-29,2024-03-31,1.1
394542,396,"Dubuque, IA",msa,Iowa,2024-02-29,2024-03-31,0.9
394852,397,"Meridian, MS",msa,Mississippi,2024-02-29,2024-03-31,0.4
753912,398,"Pinehurst, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
394953,399,"Paducah, KY",msa,Kentucky,2024-02-29,2024-03-31,0.6
395190,400,"Victoria, TX",msa,Texas,2024-02-29,2024-03-31,0.7
395038,401,"Rome, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
395086,402,"Sevierville, TN",msa,Tennessee,2024-02-29,2024-03-31,0.6
394882,403,"Moses Lake, WA",msa,Washington,2024-02-29,2024-03-31,0.9
394340,404,"Ashtabula, OH",msa,Ohio,2024-02-29,2024-03-31,0.7
394441,405,"Cape Girardeau, MO",msa,Missouri,2024-02-29,2024-03-31,0.9
394311,406,"Albertville, AL",msa,Alabama,2024-02-29,2024-03-31,1.0
394580,407,"Fairbanks, AK",msa,Alaska,2024-02-29,2024-03-31,0.4
394410,408,"Brainerd, MN",msa,Minnesota,2024-02-29,2024-03-31,0.8
394513,409,"Cumberland, MD",msa,Maryland,2024-02-29,2024-03-31,0.4
394928,410,"Ocean City, NJ",msa,New Jersey,2024-02-29,2024-03-31,0.9
394505,411,"Corvallis, OR",msa,Oregon,2024-02-29,2024-03-31,1.0
394988,412,"Pocatello, ID",msa,Idaho,2024-02-29,2024-03-31,1.3
394501,413,"Corning, NY",msa,New York,2024-02-29,2024-03-31,0.4
394911,414,"New Philadelphia, OH",msa,Ohio,2024-02-29,2024-03-31,0.9
395140,415,"Sunbury, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.6
395175,416,"Ukiah, CA",msa,California,2024-02-29,2024-03-31,0.3
753887,417,"Hermiston, OR",msa,Oregon,2024-02-29,2024-03-31,1.0
394469,418,"Clarksburg, WV",msa,West Virginia,2024-02-29,2024-03-31,0.6
394964,419,"Parkersburg, WV",msa,West Virginia,2024-02-29,2024-03-31,0.8
394373,420,"Beaver Dam, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.9
394980,421,"Pine Bluff, AR",msa,Arkansas,2024-02-29,2024-03-31,0.7
394641,422,"Grants Pass, OR",msa,Oregon,2024-02-29,2024-03-31,0.5
394511,424,"Cullman, AL",msa,Alabama,2024-02-29,2024-03-31,0.8
394809,425,"Lufkin, TX",msa,Texas,2024-02-29,2024-03-31,1.2
395248,426,"Zanesville, OH",msa,Ohio,2024-02-29,2024-03-31,1.1
394907,427,"New Castle, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
394925,428,"Oak Harbor, WA",msa,Washington,2024-02-29,2024-03-31,0.9
394942,429,"Orangeburg, SC",msa,South Carolina,2024-02-29,2024-03-31,0.7
395212,430,"Watertown, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.8
394847,431,"Meadville, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.6
394568,432,"Elmira, NY",msa,New York,2024-02-29,2024-03-31,0.1
394644,433,"Great Falls, MT",msa,Montana,2024-02-29,2024-03-31,0.8
394776,434,"Laurel, MS",msa,Mississippi,2024-02-29,2024-03-31,0.5
395042,435,"Russellville, AR",msa,Arkansas,2024-02-29,2024-03-31,0.7
394704,436,"Indiana, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.6
394859,437,"Midland, MI",msa,Michigan,2024-02-29,2024-03-31,0.9
394755,438,"Kokomo, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394395,439,"Bloomsburg, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.7
394941,440,"Opelousas, LA",msa,Louisiana,2024-02-29,2024-03-31,-0.2
394675,441,"Helena, MT",msa,Montana,2024-02-29,2024-03-31,0.7
394744,442,"Key West, FL",msa,Florida,2024-02-29,2024-03-31,0.7
395145,443,"Talladega, AL",msa,Alabama,2024-02-29,2024-03-31,1.0
395133,444,"Stillwater, OK",msa,Oklahoma,2024-02-29,2024-03-31,0.8
394489,445,"Columbus, IN",msa,Indiana,2024-02-29,2024-03-31,0.9
394345,446,"Athens, TX",msa,Texas,2024-02-29,2024-03-31,0.5
394452,447,"Centralia, WA",msa,Washington,2024-02-29,2024-03-31,0.9
394822,448,"Manitowoc, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.8
394682,449,"Hinesville, GA",msa,Georgia,2024-02-29,2024-03-31,0.8
394541,450,"DuBois, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.4
395205,451,"Warsaw, IN",msa,Indiana,2024-02-29,2024-03-31,0.8
394986,452,"Plattsburgh, NY",msa,New York,2024-02-29,2024-03-31,0.6
395126,453,"Statesboro, GA",msa,Georgia,2024-02-29,2024-03-31,1.1
394445,454,"Casper, WY",msa,Wyoming,2024-02-29,2024-03-31,0.7
395231,455,"Wilson, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
753881,456,"Glenwood Springs, CO",msa,Colorado,2024-02-29,2024-03-31,1.1
395085,457,"Seneca, SC",msa,South Carolina,2024-02-29,2024-03-31,1.0
394866,458,"Minot, ND",msa,North Dakota,2024-02-29,2024-03-31,0.7
394936,459,"Olean, NY",msa,New York,2024-02-29,2024-03-31,0.6
394465,460,"Chillicothe, OH",msa,Ohio,2024-02-29,2024-03-31,0.9
395077,461,"Searcy, AR",msa,Arkansas,2024-02-29,2024-03-31,0.9
394638,462,"Grand Island, NE",msa,Nebraska,2024-02-29,2024-03-31,0.9
394994,463,"Port Angeles, WA",msa,Washington,2024-02-29,2024-03-31,1.1
394350,464,"Auburn, NY",msa,New York,2024-02-29,2024-03-31,0.8
394699,465,"Huntsville, TX",msa,Texas,2024-02-29,2024-03-31,0.6
394738,466,"Keene, NH",msa,New Hampshire,2024-02-29,2024-03-31,1.2
394674,467,"Heber, UT",msa,Utah,2024-02-29,2024-03-31,1.6
395010,468,"Quincy, IL",msa,Illinois,2024-02-29,2024-03-31,0.6
395062,469,"Sandusky, OH",msa,Ohio,2024-02-29,2024-03-31,0.8
394593,470,"Findlay, OH",msa,Ohio,2024-02-29,2024-03-31,0.9
394614,471,"Frankfort, KY",msa,Kentucky,2024-02-29,2024-03-31,0.9
394516,472,"Danville, IL",msa,Illinois,2024-02-29,2024-03-31,0.6
394298,473,"Aberdeen, WA",msa,Washington,2024-02-29,2024-03-31,0.7
394999,474,"Portsmouth, OH",msa,Ohio,2024-02-29,2024-03-31,0.8
395106,475,"Somerset, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.6
753928,476,"Wisconsin Rapids, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.4
753893,477,"Jefferson, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
394736,478,"Kapaa, HI",msa,Hawaii,2024-02-29,2024-03-31,0.8
394955,479,"Palatka, FL",msa,Florida,2024-02-29,2024-03-31,1.1
394626,480,"Gallup, NM",msa,New Mexico,2024-02-29,2024-03-31,0.7
394683,481,"Hobbs, NM",msa,New Mexico,2024-02-29,2024-03-31,0.4
395088,482,"Shawnee, OK",msa,Oklahoma,2024-02-29,2024-03-31,1.2
394884,484,"Mount Airy, NC",msa,North Carolina,2024-02-29,2024-03-31,0.6
395132,485,"Stevens Point, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.8
394647,486,"Greeneville, TN",msa,Tennessee,2024-02-29,2024-03-31,1.0
394655,488,"Greenwood, SC",msa,South Carolina,2024-02-29,2024-03-31,0.9
394764,489,"Lake City, FL",msa,Florida,2024-02-29,2024-03-31,1.0
394752,490,"Klamath Falls, OR",msa,Oregon,2024-02-29,2024-03-31,0.9
394877,491,"Morehead City, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
394472,492,"Clearlake, CA",msa,California,2024-02-29,2024-03-31,0.5
394305,493,"Alamogordo, NM",msa,New Mexico,2024-02-29,2024-03-31,1.0
395027,494,"Roanoke Rapids, NC",msa,North Carolina,2024-02-29,2024-03-31,0.8
394587,495,"Farmington, MO",msa,Missouri,2024-02-29,2024-03-31,1.0
394897,496,"Muskogee, OK",msa,Oklahoma,2024-02-29,2024-03-31,1.0
394826,497,"Marion, IN",msa,Indiana,2024-02-29,2024-03-31,0.8
394586,498,"Faribault, MN",msa,Minnesota,2024-02-29,2024-03-31,0.8
395021,499,"Richmond, IN",msa,Indiana,2024-02-29,2024-03-31,0.8
394829,500,"Marquette, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
394922,501,"North Wilkesboro, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
394885,502,"Mount Pleasant, MI",msa,Michigan,2024-02-29,2024-03-31,0.8
395024,503,"Rio Grande City, TX",msa,Texas,2024-02-29,2024-03-31,0.3
394827,504,"Marion, OH",msa,Ohio,2024-02-29,2024-03-31,0.7
394360,505,"Baraboo, WI",msa,Wisconsin,2024-02-29,2024-03-31,1.0
395016,506,"Red Bluff, CA",msa,California,2024-02-29,2024-03-31,0.8
394825,507,"Marinette, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.8
395040,509,"Roswell, NM",msa,New Mexico,2024-02-29,2024-03-31,0.6
395092,510,"Shelton, WA",msa,Washington,2024-02-29,2024-03-31,0.9
394540,511,"Dublin, GA",msa,Georgia,2024-02-29,2024-03-31,0.9
394899,512,"Nacogdoches, TX",msa,Texas,2024-02-29,2024-03-31,0.8
395105,513,"Somerset, KY",msa,Kentucky,2024-02-29,2024-03-31,0.3
394496,514,"Coos Bay, OR",msa,Oregon,2024-02-29,2024-03-31,0.9
394600,515,"Forest City, NC",msa,North Carolina,2024-02-29,2024-03-31,0.8
394836,516,"Martinsville, VA",msa,Virginia,2024-02-29,2024-03-31,1.1
395020,517,"Rexburg, ID",msa,Idaho,2024-02-29,2024-03-31,1.0
394787,518,"Lewiston, ID",msa,Idaho,2024-02-29,2024-03-31,1.0
394759,519,"Laconia, NH",msa,New Hampshire,2024-02-29,2024-03-31,1.0
394629,520,"Georgetown, SC",msa,South Carolina,2024-02-29,2024-03-31,0.6
394343,521,"Athens, OH",msa,Ohio,2024-02-29,2024-03-31,0.7
395063,522,"Sanford, NC",msa,North Carolina,2024-02-29,2024-03-31,1.2
394570,523,"Enid, OK",msa,Oklahoma,2024-02-29,2024-03-31,0.6
394889,524,"Mount Vernon, OH",msa,Ohio,2024-02-29,2024-03-31,1.1
395199,525,"Walla Walla, WA",msa,Washington,2024-02-29,2024-03-31,0.9
394309,526,"Albemarle, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
394701,527,"Hutchinson, KS",msa,Kansas,2024-02-29,2024-03-31,1.2
394693,528,"Hudson, NY",msa,New York,2024-02-29,2024-03-31,1.0
395124,529,"Starkville, MS",msa,Mississippi,2024-02-29,2024-03-31,0.6
394443,530,"Carlsbad, NM",msa,New Mexico,2024-02-29,2024-03-31,0.5
394631,531,"Gillette, WY",msa,Wyoming,2024-02-29,2024-03-31,0.7
395136,532,"Sturgis, MI",msa,Michigan,2024-02-29,2024-03-31,0.9
395044,533,"Rutland, VT",msa,Vermont,2024-02-29,2024-03-31,0.3
394509,534,"Crossville, TN",msa,Tennessee,2024-02-29,2024-03-31,0.9
395071,536,"Sayre, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.8
395049,537,"Salina, KS",msa,Kansas,2024-02-29,2024-03-31,1.0
753903,538,"Marietta, OH",msa,Ohio,2024-02-29,2024-03-31,0.7
394591,539,"Fergus Falls, MN",msa,Minnesota,2024-02-29,2024-03-31,0.4
394362,540,"Barre, VT",msa,Vermont,2024-02-29,2024-03-31,0.6
394618,541,"Fremont, OH",msa,Ohio,2024-02-29,2024-03-31,0.8
394939,542,"Oneonta, NY",msa,New York,2024-02-29,2024-03-31,0.4
394490,543,"Columbus, MS",msa,Mississippi,2024-02-29,2024-03-31,0.6
394923,544,"Norwalk, OH",msa,Ohio,2024-02-29,2024-03-31,0.8
394365,545,"Batavia, NY",msa,New York,2024-02-29,2024-03-31,0.9
394336,546,"Ardmore, OK",msa,Oklahoma,2024-02-29,2024-03-31,0.9
394956,547,"Palestine, TX",msa,Texas,2024-02-29,2024-03-31,0.9
394605,548,"Fort Madison, IA",msa,Iowa,2024-02-29,2024-03-31,0.5
394456,549,"Charleston, IL",msa,Illinois,2024-02-29,2024-03-31,0.9
394592,550,"Fernley, NV",msa,Nevada,2024-02-29,2024-03-31,1.0
394444,551,"Carson City, NV",msa,Nevada,2024-02-29,2024-03-31,1.4
394551,552,"Eagle Pass, TX",msa,Texas,2024-02-29,2024-03-31,0.5
394432,553,"Calhoun, GA",msa,Georgia,2024-02-29,2024-03-31,1.2
753877,554,"Cullowhee, NC",msa,North Carolina,2024-02-29,2024-03-31,0.9
394737,555,"Kearney, NE",msa,Nebraska,2024-02-29,2024-03-31,0.7
394582,556,"Fairmont, WV",msa,West Virginia,2024-02-29,2024-03-31,0.6
394940,557,"Ontario, OR",msa,Oregon,2024-02-29,2024-03-31,1.1
394621,558,"Gaffney, SC",msa,South Carolina,2024-02-29,2024-03-31,0.7
394977,559,"Picayune, MS",msa,Mississippi,2024-02-29,2024-03-31,0.7
395131,560,"Sterling, IL",msa,Illinois,2024-02-29,2024-03-31,0.6
394411,561,"Branson, MO",msa,Missouri,2024-02-29,2024-03-31,0.9
394446,562,"Cedar City, UT",msa,Utah,2024-02-29,2024-03-31,0.8
395216,563,"Waycross, GA",msa,Georgia,2024-02-29,2024-03-31,1.1
394951,564,"Oxford, MS",msa,Mississippi,2024-02-29,2024-03-31,1.2
394721,565,"Jasper, IN",msa,Indiana,2024-02-29,2024-03-31,0.8
394556,566,"Edwards, CO",msa,Colorado,2024-02-29,2024-03-31,1.1
394547,567,"Durango, CO",msa,Colorado,2024-02-29,2024-03-31,1.0
394750,568,"Kinston, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
753920,569,"Sonora, CA",msa,California,2024-02-29,2024-03-31,0.4
395157,570,"Tiffin, OH",msa,Ohio,2024-02-29,2024-03-31,0.8
394366,571,"Batesville, AR",msa,Arkansas,2024-02-29,2024-03-31,0.5
394989,572,"Point Pleasant, WV",msa,Ohio,2024-02-29,2024-03-31,0.8
394566,573,"Elko, NV",msa,Nevada,2024-02-29,2024-03-31,0.8
394517,574,"Danville, KY",msa,Kentucky,2024-02-29,2024-03-31,0.9
394632,575,"Glasgow, KY",msa,Kentucky,2024-02-29,2024-03-31,0.7
395122,576,"St. Marys, GA",msa,Georgia,2024-02-29,2024-03-31,0.8
394402,577,"Boone, NC",msa,North Carolina,2024-02-29,2024-03-31,1.1
395204,578,"Warrensburg, MO",msa,Missouri,2024-02-29,2024-03-31,0.9
394634,579,"Gloversville, NY",msa,New York,2024-02-29,2024-03-31,0.1
394604,580,"Fort Leonard Wood, MO",msa,Missouri,2024-02-29,2024-03-31,0.9
394993,581,"Poplar Bluff, MO",msa,Missouri,2024-02-29,2024-03-31,0.7
394562,582,"Elizabeth City, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
394967,583,"Payson, AZ",msa,Arizona,2024-02-29,2024-03-31,1.1
394344,584,"Athens, TN",msa,Tennessee,2024-02-29,2024-03-31,1.0
394571,585,"Enterprise, AL",msa,Alabama,2024-02-29,2024-03-31,0.8
394339,586,"Ashland, OH",msa,Ohio,2024-02-29,2024-03-31,0.9
395073,587,"Scottsboro, AL",msa,Alabama,2024-02-29,2024-03-31,0.9
394861,588,"Milledgeville, GA",msa,Georgia,2024-02-29,2024-03-31,0.6
394742,589,"Kerrville, TX",msa,Texas,2024-02-29,2024-03-31,0.7
394363,590,"Bartlesville, OK",msa,Oklahoma,2024-02-29,2024-03-31,0.9
394985,591,"Platteville, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.8
394503,592,"Corsicana, TX",msa,Texas,2024-02-29,2024-03-31,0.7
394652,593,"Greenville, OH",msa,Ohio,2024-02-29,2024-03-31,0.7
395029,594,"Rochelle, IL",msa,Illinois,2024-02-29,2024-03-31,0.9
394538,596,"Douglas, GA",msa,Georgia,2024-02-29,2024-03-31,0.9
394933,597,"Oil City, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.6
394838,598,"Mason City, IA",msa,Iowa,2024-02-29,2024-03-31,0.8
394717,599,"Jacksonville, TX",msa,Texas,2024-02-29,2024-03-31,1.1
394625,600,"Galesburg, IL",msa,Illinois,2024-02-29,2024-03-31,0.3
394954,601,"Pahrump, NV",msa,Nevada,2024-02-29,2024-03-31,1.0
394963,602,"Paris, TX",msa,Texas,2024-02-29,2024-03-31,0.6
395234,603,"Winona, MN",msa,Minnesota,2024-02-29,2024-03-31,1.0
753905,604,"Newport, OR",msa,Oregon,2024-02-29,2024-03-31,0.9
394878,605,"Morgan City, LA",msa,Louisiana,2024-02-29,2024-03-31,0.3
395091,606,"Shelbyville, TN",msa,Tennessee,2024-02-29,2024-03-31,1.0
394326,607,"Amsterdam, NY",msa,New York,2024-02-29,2024-03-31,0.5
753911,608,"Ozark, AL",msa,Alabama,2024-02-29,2024-03-31,0.9
394316,609,"Alice, TX",msa,Texas,2024-02-29,2024-03-31,0.2
394628,610,"Gardnerville Ranchos, NV",msa,Nevada,2024-02-29,2024-03-31,0.8
394608,611,"Fort Polk South, LA",msa,Louisiana,2024-02-29,2024-03-31,-0.2
394437,612,"Ca-¦on City, CO",msa,Colorado,2024-02-29,2024-03-31,1.0
394903,613,"Natchez, MS",msa,Louisiana,2024-02-29,2024-03-31,0.1
394906,614,"New Castle, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394478,615,"Clovis, NM",msa,New Mexico,2024-02-29,2024-03-31,0.5
394919,616,"Norfolk, NE",msa,Nebraska,2024-02-29,2024-03-31,0.8
394431,617,"Cadillac, MI",msa,Michigan,2024-02-29,2024-03-31,0.9
395043,618,"Ruston, LA",msa,Louisiana,2024-02-29,2024-03-31,0.4
395097,619,"Sidney, OH",msa,Ohio,2024-02-29,2024-03-31,1.0
395008,620,"Pullman, WA",msa,Washington,2024-02-29,2024-03-31,1.0
394819,621,"Malone, NY",msa,New York,2024-02-29,2024-03-31,0.5
394527,622,"Del Rio, TX",msa,Texas,2024-02-29,2024-03-31,0.9
394391,623,"Blackfoot, ID",msa,Idaho,2024-02-29,2024-03-31,1.6
395017,624,"Red Wing, MN",msa,Minnesota,2024-02-29,2024-03-31,0.7
394918,625,"Nogales, AZ",msa,Arizona,2024-02-29,2024-03-31,1.0
395144,626,"Tahlequah, OK",msa,Oklahoma,2024-02-29,2024-03-31,1.0
394739,627,"Kendallville, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394876,628,"Montrose, CO",msa,Colorado,2024-02-29,2024-03-31,0.9
394504,629,"Cortland, NY",msa,New York,2024-02-29,2024-03-31,0.4
394887,630,"Mount Sterling, KY",msa,Kentucky,2024-02-29,2024-03-31,0.9
394477,631,"Clinton, IA",msa,Iowa,2024-02-29,2024-03-31,0.5
753916,632,"Sandpoint, ID",msa,Idaho,2024-02-29,2024-03-31,1.0
753865,633,"Bardstown, KY",msa,Kentucky,2024-02-29,2024-03-31,1.0
395201,634,"Wapakoneta, OH",msa,Ohio,2024-02-29,2024-03-31,0.9
394987,635,"Plymouth, IN",msa,Indiana,2024-02-29,2024-03-31,0.9
394789,636,"Lewistown, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
394379,637,"Bemidji, MN",msa,Minnesota,2024-02-29,2024-03-31,0.2
394377,638,"Bellefontaine, OH",msa,Ohio,2024-02-29,2024-03-31,1.0
395087,639,"Seymour, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394426,640,"Burley, ID",msa,Idaho,2024-02-29,2024-03-31,0.9
394548,641,"Durant, OK",msa,Oklahoma,2024-02-29,2024-03-31,1.1
394883,642,"Moultrie, GA",msa,Georgia,2024-02-29,2024-03-31,0.8
394398,643,"Bogalusa, LA",msa,Louisiana,2024-02-29,2024-03-31,0.4
394500,644,"Cornelia, GA",msa,Georgia,2024-02-29,2024-03-31,1.2
753889,645,"Hillsdale, MI",msa,Michigan,2024-02-29,2024-03-31,0.7
395155,646,"Thomasville, GA",msa,Georgia,2024-02-29,2024-03-31,0.9
394961,647,"Paragould, AR",msa,Arkansas,2024-02-29,2024-03-31,0.9
394650,648,"Greenville, MS",msa,Mississippi,2024-02-29,2024-03-31,-0.9
394427,649,"Burlington, IA",msa,Iowa,2024-02-29,2024-03-31,0.9
394817,650,"Madisonville, KY",msa,Kentucky,2024-02-29,2024-03-31,0.8
394850,651,"Menomonie, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.7
753918,652,"Shawano, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.7
395189,653,"Vicksburg, MS",msa,Mississippi,2024-02-29,2024-03-31,0.6
394375,654,"Bedford, IN",msa,Indiana,2024-02-29,2024-03-31,1.4
395208,656,"Washington, NC",msa,North Carolina,2024-02-29,2024-03-31,0.9
394616,657,"Freeport, IL",msa,Illinois,2024-02-29,2024-03-31,1.0
394667,658,"Harrison, AR",msa,Arkansas,2024-02-29,2024-03-31,0.9
395037,659,"Rolla, MO",msa,Missouri,2024-02-29,2024-03-31,1.0
394482,660,"Coldwater, MI",msa,Michigan,2024-02-29,2024-03-31,0.7
753904,661,"Marion, NC",msa,North Carolina,2024-02-29,2024-03-31,0.9
394695,662,"Huntingdon, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.4
394567,663,"Ellensburg, WA",msa,Washington,2024-02-29,2024-03-31,0.7
394990,664,"Ponca City, OK",msa,Oklahoma,2024-02-29,2024-03-31,0.9
394779,665,"Lawrenceburg, TN",msa,Tennessee,2024-02-29,2024-03-31,0.9
394842,666,"McAlester, OK",msa,Oklahoma,2024-02-29,2024-03-31,0.9
394886,667,"Mount Pleasant, TX",msa,Texas,2024-02-29,2024-03-31,0.8
395228,668,"Willmar, MN",msa,Minnesota,2024-02-29,2024-03-31,0.6
395034,669,"Rockingham, NC",msa,North Carolina,2024-02-29,2024-03-31,0.8
394895,670,"Muscatine, IA",msa,Iowa,2024-02-29,2024-03-31,0.8
394785,671,"Lewisburg, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.9
394349,672,"Auburn, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394545,673,"Duncan, OK",msa,Oklahoma,2024-02-29,2024-03-31,1.3
395081,674,"Sedalia, MO",msa,Missouri,2024-02-29,2024-03-31,1.0
394448,675,"Cedartown, GA",msa,Georgia,2024-02-29,2024-03-31,1.2
394677,676,"Henderson, NC",msa,North Carolina,2024-02-29,2024-03-31,0.8
394297,677,"Aberdeen, SD",msa,South Dakota,2024-02-29,2024-03-31,0.8
395032,678,"Rock Springs, WY",msa,Wyoming,2024-02-29,2024-03-31,0.7
394627,679,"Garden City, KS",msa,Kansas,2024-02-29,2024-03-31,0.8
395129,680,"Stephenville, TX",msa,Texas,2024-02-29,2024-03-31,1.1
394449,681,"Celina, OH",msa,Ohio,2024-02-29,2024-03-31,0.9
395230,682,"Wilmington, OH",msa,Ohio,2024-02-29,2024-03-31,1.2
394424,683,"Bucyrus, OH",msa,Ohio,2024-02-29,2024-03-31,1.0
394319,684,"Alma, MI",msa,Michigan,2024-02-29,2024-03-31,0.5
394558,685,"El Campo, TX",msa,Texas,2024-02-29,2024-03-31,0.7
394891,686,"Mountain Home, AR",msa,Arkansas,2024-02-29,2024-03-31,1.0
394624,687,"Gainesville, TX",msa,Texas,2024-02-29,2024-03-31,0.7
395158,688,"Tifton, GA",msa,Georgia,2024-02-29,2024-03-31,0.8
394397,689,"Blytheville, AR",msa,Arkansas,2024-02-29,2024-03-31,0.8
394845,690,"McMinnville, TN",msa,Tennessee,2024-02-29,2024-03-31,1.1
394341,691,"Astoria, OR",msa,Oregon,2024-02-29,2024-03-31,0.8
394409,692,"Bradford, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.6
394574,693,"Espa-¦ola, NM",msa,New Mexico,2024-02-29,2024-03-31,0.9
394844,694,"McComb, MS",msa,Mississippi,2024-02-29,2024-03-31,0.1
753866,695,"Big Stone Gap, VA",msa,Virginia,2024-02-29,2024-03-31,1.0
394833,696,"Marshalltown, IA",msa,Iowa,2024-02-29,2024-03-31,1.0
394384,697,"Big Rapids, MI",msa,Michigan,2024-02-29,2024-03-31,0.6
394354,698,"Austin, MN",msa,Minnesota,2024-02-29,2024-03-31,0.8
